Row,Regex1,Regex2,IsEquivalent,SimilarityScore
728,^(?=.*slshux)(?=.*xgqxpk).*$,^(?=.*slshux)(?=.*xgqxpk).*$,True,1.0
729,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.16161616161616166
730,^(?=.*oabk)(?=.*rfkad).*$,^(?=.*oabk)(?=.*rfkad).*$,True,1.0
731,\d+,\d+,True,1.0
732,\d+,\d+,True,1.0
733,"^[A-Z]{4,9}$","^[A-Z]{4,9}$",True,1.0
734,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.11956521739130432
735,"^\d{6,11}$","^\d{6,11}$",True,1.0
736,"^\d{1,}$","^\d{1,}$",True,1.0
737,^.*test.*$,.*test.*,True,1.0
738,"^\d{2,}$","^\d{2,}$",True,1.0
739,"^.{0,9}hejmtxjk$","^.{0,9}hejmtxjk$",True,1.0
740,^\d+\.\d+\.\d+$,^[a-zA-Z]\d+\.\d+\.\d+$,False,0.6521739130434783
741,^zobefad.*,^zobefad.*,True,1.0
742,"^[A-Z]{3,6}$","^[A-Z]{3,6}$",True,1.0
743,^\d.*$,^\d.*$,True,1.0
744,"^\d{5,11}$","^\d{5,11}$",True,1.0
745,"^\d{1,15}$","^\d{1,15}$",True,1.0
746,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
747,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
748,^lyjpzzz.*,^lyjpzzz.*,True,1.0
749,^zpxomuc.*lwsnvqf.*$,^zpxomuc.*lwsnvqf.*$,True,1.0
750,"^[A-Z]{3,10}$","^[A-Z]{3,10}$",True,1.0
751,^\d+\.\d+\.\d+$,^\d+\.\d+\.\d+(-[a-zA-Z0-9]+)*$,False,0.4838709677419355
752,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
753,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
754,"^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{4,6}[.!?;:'""…]?$","^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{4,6}[.!?;:'""…]?$",True,1.0
755,.*cxptith$,.*cxptith$,True,1.0
756,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
757,"^\d{6,12}$","^\d{6,12}$",True,1.0
758,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.13076923076923075
759,"^\d{2,15}$","^\d{2,15}$",True,1.0
760,^smjr.*,^smjr.*,True,1.0
761,"^\d{1,10}$","^\d{1,10}$",True,1.0
762,"^\d{1,7}$","^\d{1,7}$",True,1.0
763,"^\d{1,2}$","^\d{1,2}$",True,1.0
764,"^[A-Z]{1,6}$","^[A-Z]{1,6}$",True,1.0
765,"^\d{8,13}$","^\d{8,13}$",True,1.0
766,"^\d{1,2}$","^\d{1,2}$",True,1.0
767,"^\d{1,5}$","^\d{1,5}$",True,1.0
768,^\d.*$,^\d.*$,True,1.0
769,.*dba$,.*dba$,True,1.0
770,"^\d{1,8}$","^\d{1,8}$",True,1.0
771,^[^\d]*$,^[^\d]*$,True,1.0
772,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
773,^.*\.(zip|rar|tar|7z)$,^.*\.(zip|ZIP|rar|RAR|tar|TAR|7z|Z|z|Z7|z7|7Z|Z7|z7)$,False,0.41509433962264153
774,^\d.*$,^\d.*$,True,1.0
775,(2025(04(30|29|28|27|26|25|24|23)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.15555555555555556
776,^INFO_.*$,^INFO_.*,True,1.0
777,"^\d{1,15}$","^\d{1,15}$",True,1.0
778,^USER_.*$,^USER_.*$,True,1.0
779,(2025(04(30|29|28|27|26)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.2093023255813954
780,^\d.*$,^\d.*$,True,1.0
781,"^\d{1,10}$","^\d{1,10}$",True,1.0
782,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
783,"^[a-z]{1,9}$","^[a-z]{1,9}$",True,1.0
784,"^[a-zA-Z0-9]{5,9}$","^[a-zA-Z0-9]{5,9}$",True,1.0
785,^fwo.*,^fwo.*,True,1.0
786,^\d{3}$,^\d{3}$,True,1.0
787,^[^\d]*$,^[^\d]*$,True,1.0
788,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),^\d{8}$,False,0.0060240963855421326
789,^[a-zA-Z]{6}$,^[a-zA-Z]{6}$,True,1.0
790,"^[a-zA-Z0-9]{5,7}$","^[a-zA-Z0-9]{5,7}$",True,1.0
791,"^[a-zA-Z0-9]{2,6}$","^[a-zA-Z0-9]{2,6}$",True,1.0
792,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06))),无直接正则表达式实现，需结合当前日期计算,False,0.0
793,"^[a-z]{5,8}$","^[a-z]{5,8}$",True,1.0
794,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
795,\d+,^\d+(\.\d+)?$,False,0.23076923076923073
796,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.14406779661016944
797,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.14049586776859502
798,"^\d{9,}$","^\d{9,}$",True,1.0
799,^(?=.*iilltz)(?=.*gmrvgj).*$,^(?=.*iilltz)(?=.*gmrvgj).*$,True,1.0
800,^ozwhra.*,^ozwhra.*,True,1.0
801,"^.{7,13}zkr$","^.{7,13}zkr$",True,1.0
802,^(?=.*fegeyt)(?=.*xylgve).*$,^(?=.*fegeyt)(?=.*xylgve).*$,True,1.0
803,"^[a-zA-Z0-9]{1,7}$","^[a-zA-Z0-9]{1,7}$",True,1.0
804,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
805,(2025(04(30|29|28|27|26)|05(02|01))),^\d{8}$,False,0.02777777777777779
806,^[^\d]*$,^[^\d]*$,True,1.0
807,"^\d{2,9}$","^\d{2,9}$",True,1.0
808,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
809,"^\d{6,13}$","^\d{6,13}$",True,1.0
810,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
811,^(?=.*zyxmd)(?=.*crvcw).*$,^(?=.*zyxmd)(?=.*crvcw).*$,True,1.0
812,^\d.*$,^\d.*$,True,1.0
813,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
814,^\d{9}$,^\d{9}$,True,1.0
815,^\d.*$,^\d+$,False,0.6666666666666667
816,(2025(04(30|29|28|27|26|25|24)|05(02|01))),^\d{4}([01]?\d|2[0-9]|3[01])([012]?\d|3[01])$,False,0.1777777777777778
817,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
818,.*jvxek$,.*jvxek$,True,1.0
819,^\d.*$,^\d.*$,True,1.0
820,^\d{1}$,^\d$,True,1.0
821,"^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
822,.*gxwjcve$,.*gxwjcve$,True,1.0
823,^.*record.*$,.*record.*,True,1.0
824,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23))),^\d{8}$,False,0.007042253521126751
825,"^\d{5,15}$","^\d{5,15}$",True,1.0
826,"^\d{1,6}$","^\d{1,6}$",True,1.0
827,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
828,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1105263157894737
829,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
830,(2025(04(30|29|28|27|26)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.2142857142857143
831,"^[A-Z]{5,7}$","^[A-Z]{5,7}$",True,1.0
832,"^\d{5,11}$","^\d{5,11}$",True,1.0
833,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1151079136690647
834,\w+,\w+,True,1.0
835,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12396694214876036
836,"^\d{5,11}$","^\d{5,11}$",True,1.0
837,"^.{4,7}zuxsag$","^.{4,7}zuxsag$",True,1.0
838,"^\d{2,10}$","^\d{2,10}$",True,1.0
839,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?",True,1.0
840,"^([a-zA-Z]{2,9}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{2,9}[.!?;:'""…]?$","^([a-zA-Z]{2,9}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{2,9}[.!?;:'""…]?$",True,1.0
841,"^\d{7,12}$","^\d{7,12}$",True,1.0
842,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
843,"^rgb$$1,\s*$2,\s*$3$$",^([0-9a-fA-F]{2}){3}([0-9a-fA-F]{2})$,False,0.08108108108108103
844,^\d.*$,^\d.*$,True,1.0
845,"^[A-Z]{3,5}$","^[A-Z]{3,5}$",True,1.0
846,"^\d{5,14}$","^\d{5,14}$",True,1.0
847,^rou.*dpdw.*$,^rou.*dpdw.*$,True,1.0
848,^.*log.*$,.*log.*,True,1.0
849,"^[a-z]{2,8}$","^[a-z]{2,8}$",True,1.0
850,"^\d{7,}$","^\d{7,}$",True,1.0
851,"^[a-z]{5,9}$","^[a-z]{5,9}$",True,1.0
852,"^[a-zA-Z0-9]{1,5}$","^[a-zA-Z0-9]{1,5}$",True,1.0
853,"^[a-z]{3,9}$","^[a-z]{3,9}$",True,1.0
854,"^\d{1,11}$","^\d{1,11}$",True,1.0
855,"^\d{3,12}$","^\d{3,12}$",True,1.0
856,"^[A-Z]{4,9}$","^[A-Z]{4,9}$",True,1.0
857,"^[a-zA-Z0-9]{3,6}$","^[a-zA-Z0-9]{3,6}$",True,1.0
858,"^[A-Z]{3,9}$","^[A-Z]{3,9}$",True,1.0
859,"^\d{8,12}$","^\d{8,12}$",True,1.0
860,^xsjwc.*xtgo.*$,^xsjwc.*xtgo.*$,True,1.0
861,.*mflfnmhu$,.*mflfnmhu$,True,1.0
862,\d+,\d+,True,1.0
863,"^\d{10,}$","^\d{10,}$",True,1.0
864,"^\d{5,9}$","^\d{5,9}$",True,1.0
865,^(?=.*dxnddde)(?=.*diqyzi).*$,^(?=.*dxnddde)(?=.*diqyzi).*$,True,1.0
866,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
867,"^\d{5,9}$","^\d{5,9}$",True,1.0
868,"^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){2,6}[a-zA-Z]{5,8}[.!?;:'""…]?$","^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){2,6}[a-zA-Z]{5,8}[.!?;]?$",False,0.9322033898305084
869,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.14406779661016944
870,^grqy.*qwcy.*$,^grqy.*qwcy.*$,True,1.0
871,^.*file.*$,.*file.*,True,1.0
872,^.*test.*$,.*test.*,True,1.0
873,^USER_.*$,^USER_.*$,True,1.0
874,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
875,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.16666666666666663
876,\d+,\d+,True,1.0
877,"^\d{6,}$","^\d{6,}$",True,1.0
878,"^rgb$$1,\s*$2,\s*$3$$",^([0-9a-fA-F]{2}){3}$,False,0.1428571428571429
879,"^\d{3,}$","^\d{3,}$",True,1.0
880,"^([a-zA-Z]{1,2}[ ,.!?;:'""…]*){3,7}[a-zA-Z]{1,2}[.!?;:'""…]?$","^([a-zA-Z]{1,2}[ ,.!?;:'""…]*){3,7}[a-zA-Z]{1,2}[.!?;:'""…]?$",True,1.0
881,^DOC_.*$,^DOC_.*,True,1.0
882,"^\d{1,9}$","^\d{1,9}$",True,1.0
883,^[^\d]*$,^[^\d]*$,True,1.0
884,"^\d{3,14}$","^\d{3,14}$",True,1.0
885,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
886,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.196078431372549
887,\d+,\d+,True,1.0
888,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17))),^\d{8}$,False,0.006249999999999978
889,^.*\.(mp4|avi|mkv|mov)$,^(.*MP4|.*AVI|.*MKV|.*MOV)$,False,0.2592592592592593
890,^(?=.*cwywgti)(?=.*iltqtv).*$,^(?=.*cwywgti)(?=.*iltqtv).*$,True,1.0
891,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11834319526627224
892,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
893,^.*\.(mp4|avi|mkv|mov)$,^.*\.(mp4|MP4|avi|AVI|mkv|MKV|mov|MOV)$,False,0.5897435897435898
894,"^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{1,10}[.!?;:'""…]?$","^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{1,10}[.!?;:'""…]?$",True,1.0
895,.*pfqzj$,.*pfqzj$,True,1.0
896,^ndtlewt.*,^ndtlewt.*,True,1.0
897,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
898,"^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?",True,1.0
899,^ID_.*$,^ID_.*,True,1.0
900,^wnwakb.*,^wnwakb.*,True,1.0
901,^[^\d]*$,^[^\d]*$,True,1.0
902,^.*record.*$,.*record.*,True,1.0
903,^.*info.*$,.*info.*,True,1.0
904,(2025(04(30|29|28|27|26|25|24|23)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1333333333333333
905,"^[A-Z]{3,10}$","^[A-Z]{3,10}$",True,1.0
906,\d+,\d+,True,1.0
907,^(?=.*gppswyk)(?=.*mzfivqzn).*$,^(?=.*gppswyk)(?=.*mzfivqzn).*$,True,1.0
908,"^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{1,5}[.!?;:'""…]?$","^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{1,5}[.!?;:'""…]?$",True,1.0
909,^ideoiqvp.*,^ideoiqvp.*,True,1.0
910,.*kua$,.*kua$,True,1.0
911,"^[A-Z]{5,6}$","^[A-Z]{5,6}$",True,1.0
912,^\d+\.\d+$,^\d+\.\d+$,True,1.0
913,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?",True,1.0
914,\w+,\w+,True,1.0
915,"^\d{2,4}$","^\d{2,4}$",True,1.0
916,"^\d{4,13}$","^\d{4,13}$",True,1.0
917,"^[a-z]{5,8}$","^[a-z]{5,8}$",True,1.0
918,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12030075187969924
919,"^\d{2,5}$","^\d{2,5}$",True,1.0
920,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
921,\d+,\d+,True,1.0
922,^hvmzxiaa.*eyed.*$,^hvmzxiaa.*eyed.*$,True,1.0
923,\s+,\s+,True,1.0
924,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
925,^\d.*$,^\d.*$,True,1.0
926,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
927,"^.{1,7}ariojpku$","^.{1,7}ariojpku$",True,1.0
928,"^\d{7,9}$","^\d{7,9}$",True,1.0
929,"^[A-Z]{3,8}$","^[A-Z]{3,8}$",True,1.0
930,"^\d{3,12}$","^\d{3,12}$",True,1.0
931,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17))),^\d{4}\d{2}\d{2}$,False,0.018750000000000044
932,^\d+\.\d+\.\d+$,^\d+\.\d+\.\d+$,True,1.0
933,^(?=.*sahobkz)(?=.*tgotwrx).*$,^(?=.*sahobkz)(?=.*tgotwrx).*$,True,1.0
934,"^\d{3,10}$","^\d{3,10}$",True,1.0
935,"^\d{5,10}$","^\d{5,10}$",True,1.0
936,\w+,\w+,True,1.0
937,"^\d{6,16}$","^\d{6,16}$",True,1.0
938,"^\d{1,7}$","^\d{1,7}$",True,1.0
939,^\d+\.\d+$,^\d+\.\d+$,True,1.0
940,\d+,\d+,True,1.0
941,(2025(04(30|29|28|27|26)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.21739130434782605
942,^\d{10}$,^\d{10}$,True,1.0
943,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
944,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
945,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
946,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
947,^.*example.*$,.*example.*,True,1.0
948,"^\d{1,8}$","^\d{1,8}$",True,1.0
949,"^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{3,10}[.!?;:'""…]?$","^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{3,10}[.!?;:'""…]?$",True,1.0
950,\w+,\w+,True,1.0
951,"^[a-zA-Z0-9]{1,6}$","^[a-zA-Z0-9]{1,6}$",True,1.0
952,^INFO_.*$,^INFO_.*,True,1.0
953,"^\d{4,}$","^\d{4,}$",True,1.0
954,"^\d{8,}$","^\d{8,}$",True,1.0
955,^xigx.*gidpdkv.*$,^xigx.*gidpdkv.*$,True,1.0
956,"^\d{4,15}$","^\d{4,15}$",True,1.0
957,"^\d{5,9}$","^\d{5,9}$",True,1.0
958,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10)|05(02|01))),^\d{8}$,False,0.011904761904761862
959,"^\d{8,16}$","^\d{8,16}$",True,1.0
960,(2025(04(30|29|28|27|26)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.2222222222222222
962,\s+,\s+,True,1.0
963,^uwhbzfe.*,^uwhbzfe.*,True,1.0
964,"^[A-Z]{4,5}$","^[A-Z]{4,5}$",True,1.0
965,^\d.*$,^\d.*$,True,1.0
966,.*ogy$,.*ogy$,True,1.0
967,\d+,\d+,True,1.0
968,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.19999999999999996
969,"^[a-zA-Z0-9]{4,10}$","^[a-zA-Z0-9]{4,10}$",True,1.0
970,^(?=.*buashns)(?=.*hanxwn).*$,^(?=.*buashns)(?=.*hanxwn).*$,True,1.0
971,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12396694214876036
972,^\d.*$,^\d.*$,True,1.0
973,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
974,"^\d{1,14}$","^\d{1,14}$",True,1.0
975,^tteuhqr.*,^tteuhqr.*,True,1.0
976,"^\d{1,6}$","^\d{1,6}$",True,1.0
977,\w+,\w+,True,1.0
978,"^\d{3,}$","^\d{3,}$",True,1.0
979,\w+,\w+,True,1.0
980,"^[a-z]{1,3}$","^[a-z]{1,3}$",True,1.0
981,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
982,^odp.*kkuelx.*$,^odp.*kkuelx.*$,True,1.0
983,^(?=.*npreu)(?=.*ejj).*$,^(?=.*npreu)(?=.*ejj).*$,True,1.0
984,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
985,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
986,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11627906976744184
987,\s+,\s+,True,1.0
988,^\d+\.\d+\.\d+$,^\d+\.\d+\.\d+$,True,1.0
989,^#[0-9A-Fa-f]{6}$,"^#[0-9a-fA-F]{6,7}$",False,0.6842105263157895
990,^\d{3}$,^\d{3}$,True,1.0
991,"^[a-z]{5,8}$","^[a-z]{5,8}$",True,1.0
992,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
993,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20))),^\d{4}\d{2}\d{2}$,False,0.019867549668874163
994,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
995,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
996,"^\d{6,15}$","^\d{6,15}$",True,1.0
997,"^[a-z]{2,5}$","^[a-z]{2,5}$",True,1.0
998,"^[a-z]{3,9}$","^[a-z]{3,9}$",True,1.0
999,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1000,^bxaoeq.*upprcmp.*$,^bxaoeq.*upprcmp.*$,True,1.0
1001,"^\d{1,10}$","^\d{1,10}$",True,1.0
1002,"^\d{6,10}$","^\d{6,10}$",True,1.0
1003,"^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{5,6}[.!?;:'""…]?$","^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{5,6}[.!?;:'""…]?$",True,1.0
1004,(2025(04(30|29|28|27|26|25|24|23)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.15555555555555556
1005,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1006,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
1007,"^\d{2,9}$","^\d{2,9}$",True,1.0
1008,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11971830985915488
1009,^[^\d]*$,^[^\d]*$,True,1.0
1010,"^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){2,9}[a-zA-Z]{5,6}[.!?;:'""…]?$","^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{5,6}[.!?;]?$",False,0.9152542372881356
1011,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11971830985915488
1012,^.*\.(zip|rar|tar|7z)$,^(.*\.(zip|rar|tar|7z))$,True,1.0
1013,^\d.*$,^\d.*$,True,1.0
1014,^[^\d]*$,^[^\d]*$,True,1.0
1015,^nvkrgymz.*,^nvkrgymz.*,True,1.0
1016,"^\d{1,2}$","^\d{1,2}$",True,1.0
1017,^\d{6}$,^\d{6}$,True,1.0
